Inventory_ID,Store_ID,Product_ID,Stock_Quantity,Reorder_Level,Last_Restock_Date
1893,5,1,99,42,2025-10-21
1894,22,1023,243,99,2025-10-20
1895,3,780,62,33,2026-01-08
1896,19,368,182,19,2026-03-07
1897,7,1013,106,40,2025-05-06
1898,3,756,19,99,2025-06-08
1899,24,288,483,43,2025-04-11
1900,14,71,422,18,2025-05-03
1901,2,190,319,76,2026-02-09
1902,18,1125,397,52,2025-12-09
1903,21,426,439,64,2025-06-11
1904,4,926,466,25,2026-03-11
1905,12,286,28,48,2025-08-28
1906,12,303,60,76,2026-03-05
1907,8,878,14,47,2026-01-02
1908,20,1057,475,90,2025-04-29
1909,24,947,477,84,2026-03-02
1910,18,738,244,80,2025-11-23
1911,8,400,188,24,2025-07-06
1912,19,1156,65,79,2025-05-24
1913,6,1134,363,89,2025-04-16
1914,20,702,463,32,2025-06-14
1915,24,54,195,66,2025-09-06
1916,19,463,289,88,2025-07-27
1917,3,252,394,24,2025-05-05
1918,4,244,435,78,2025-12-03
1919,5,1186,47,24,2025-11-15
1920,17,82,223,66,2026-01-04
1921,15,767,441,35,2025-12-11
1922,22,887,447,43,2025-09-04
1923,8,346,278,33,2025-05-19
1924,5,127,169,55,2025-08-26
1925,4,1150,336,79,2025-04-22
1926,1,508,317,46,2025-07-24
1927,7,1024,134,90,2025-04-04
1928,11,194,258,48,2025-05-07
1929,17,325,315,63,2026-03-10
1930,22,400,302,65,2025-04-07
1931,18,714,488,33,2025-08-29
1932,12,845,350,81,2026-03-04
1933,6,1,385,76,2025-05-07
1934,6,367,324,10,2026-02-11
1935,19,646,21,45,2025-04-30
1936,11,772,23,41,2025-07-30
1937,19,492,63,47,2026-01-27
1938,13,507,407,31,2025-06-17
1939,16,962,67,59,2025-05-03
1940,10,980,499,69,2025-03-18
1941,10,299,317,49,2025-04-11
1942,20,1081,165,82,2026-03-02
1943,4,878,402,37,2026-03-05
1944,21,577,218,10,2025-03-18
1945,12,1048,290,43,2025-04-05
1946,14,886,328,56,2025-09-28
1947,6,1025,459,66,2026-03-08
1948,16,544,119,32,2025-10-19
1949,12,249,160,64,2025-04-25
1950,22,138,395,57,2025-04-14
1951,15,786,438,49,2025-11-09
1952,6,140,57,73,2025-07-09
1953,6,730,106,81,2025-04-14
1954,5,159,276,29,2025-12-24
1955,14,1023,274,45,2025-04-26
1956,18,868,224,73,2025-07-04
1957,18,734,289,74,2025-04-28
1958,17,956,78,24,2025-09-04
1959,4,120,131,60,2025-12-24
1960,1,248,216,27,2025-10-15
1961,3,842,315,74,2025-05-03
1962,20,692,441,14,2025-09-17
1963,14,539,124,91,2025-10-25
1964,2,588,262,26,2025-08-07
1965,12,433,467,28,2025-09-15
1966,19,151,137,11,2025-05-17
1967,15,740,43,77,2025-10-09
1968,9,847,297,96,2025-07-28
1969,23,263,127,81,2025-11-22
1970,19,720,350,84,2025-06-03
1971,21,576,105,45,2026-02-24
1972,8,108,229,76,2026-01-04
1973,14,209,246,81,2025-06-29
1974,3,540,43,35,2025-03-21
1975,1,473,443,19,2025-11-17
1976,8,560,244,21,2025-03-17
1977,16,246,275,68,2025-08-22
1978,18,537,32,17,2026-02-21
1979,9,256,353,35,2025-07-13
1980,25,448,337,33,2026-02-08
1981,12,298,104,88,2026-03-14
1982,4,211,165,25,2025-05-08
1983,4,832,185,83,2025-11-08
1984,19,941,383,39,2025-10-03
1985,16,467,475,17,2025-11-01
1986,12,527,498,61,2026-01-22
1987,13,793,346,61,2025-05-23
1988,25,894,263,82,2025-04-29
1989,19,506,387,27,2025-09-19
1990,14,932,154,89,2025-05-02
1991,8,453,328,64,2025-11-12
1992,13,1117,125,43,2025-08-03
1993,6,469,61,17,2025-05-13
1994,24,392,290,81,2025-11-15
1995,3,1196,416,92,2025-12-09
1996,24,120,217,82,2025-10-07
1997,4,162,331,59,2025-05-12
1998,18,401,358,97,2025-12-03
1999,13,741,285,56,2025-12-01
2000,4,152,228,28,2025-04-07
2001,19,507,472,71,2025-12-02
2002,20,763,75,38,2026-03-08
2003,24,56,145,33,2025-08-17
2004,10,607,480,20,2025-04-24
2005,6,1096,414,67,2026-01-25
2006,15,570,382,70,2025-11-05
2007,21,939,362,87,2025-09-17
2008,24,525,33,67,2026-01-06
2009,24,53,88,28,2025-06-05
2010,8,119,460,55,2025-06-16
2011,23,272,188,10,2026-02-14
2012,21,711,194,37,2025-05-18
2013,11,951,285,20,2026-02-26
2014,6,87,321,73,2026-01-26
2015,6,808,9,18,2025-12-02
2016,19,727,100,38,2025-12-02
2017,3,1164,192,92,2025-09-07
2018,1,486,462,26,2025-05-01
2019,16,8,28,37,2025-06-09
2020,10,917,282,93,2025-11-04
2021,4,1044,218,70,2025-11-07
2022,16,502,345,24,2025-09-24
2023,16,1095,151,49,2025-10-15
2024,25,470,106,20,2025-09-23
2025,24,616,435,89,2025-03-22
2026,15,863,37,36,2026-02-02
2027,2,496,110,74,2026-01-03
2028,4,337,410,40,2025-06-06
2029,19,489,252,52,2025-05-01
2030,12,967,95,59,2025-04-26
2031,2,1169,252,41,2026-02-23
2032,6,285,471,79,2025-12-04
2033,19,402,480,35,2026-01-16
2034,2,32,56,82,2025-07-08
2035,20,753,452,61,2026-02-13
2036,21,874,317,13,2026-01-19
2037,13,20,368,63,2025-10-07
2038,4,828,240,89,2025-06-08
2039,23,156,330,76,2025-09-13
2040,18,944,115,15,2025-08-30
2041,6,1099,335,68,2025-03-21
2042,8,802,24,56,2025-07-09
2043,25,694,266,56,2025-10-03
2044,6,381,311,15,2025-04-23
2045,14,1000,2,93,2025-03-24
2046,7,214,272,80,2025-07-16
2047,19,520,411,58,2025-06-21
2048,1,938,489,10,2025-08-16
2049,6,556,426,10,2025-07-12
2050,1,608,322,88,2025-12-12
2051,21,218,196,10,2025-05-08
2052,14,420,409,44,2025-05-17
2053,10,482,368,20,2025-12-28
2054,7,302,417,70,2025-11-21
2055,21,745,461,74,2025-12-04
2056,20,792,369,90,2025-08-11
2057,11,18,63,22,2025-11-03
2058,1,336,480,61,2025-08-03
2059,10,666,405,56,2025-08-20
2060,18,958,93,87,2025-03-25
2061,24,264,408,19,2025-12-05
2062,7,344,424,41,2025-09-12
2063,4,559,359,19,2025-08-13
2064,6,1188,349,46,2025-06-11
2065,17,271,404,66,2026-03-03
2066,7,192,157,77,2026-02-18
2067,23,783,296,92,2025-05-25
2068,5,161,210,12,2026-01-23
2069,9,1166,235,95,2025-07-25
2070,19,927,469,47,2025-05-25
2071,15,576,277,23,2026-03-08
2072,23,936,132,39,2025-08-21
2073,20,853,66,15,2025-06-09
2074,11,379,471,34,2025-07-10
2075,14,1142,313,72,2025-03-28
2076,5,730,117,94,2025-09-15
2077,9,529,132,94,2025-12-24
2078,1,305,56,82,2025-05-29
2079,2,45,375,89,2025-10-19
2080,5,10,73,68,2025-04-24
2081,13,55,29,59,2025-04-06
2082,7,1124,160,11,2026-03-10
2083,20,324,425,20,2026-02-06
2084,1,1066,473,38,2025-08-11
2085,20,182,423,75,2025-10-28
2086,18,193,336,42,2025-04-01
2087,8,617,315,58,2026-01-04
2088,2,810,150,13,2025-11-29
2089,16,874,166,20,2025-09-24
2090,11,896,474,98,2025-10-01
2091,2,689,327,81,2025-10-18
2092,8,752,485,90,2025-06-25
2093,22,1071,163,31,2025-07-21
2094,10,1008,210,25,2025-05-25
2095,24,190,495,86,2026-03-03
2096,22,784,139,73,2025-08-11
2097,13,893,154,62,2025-03-31
2098,20,235,230,13,2025-07-21
2099,25,986,364,74,2025-07-12
2100,3,589,274,78,2025-07-21
2101,20,817,232,76,2025-04-25
2102,22,806,37,84,2025-11-04
2103,4,675,44,13,2025-09-20
2104,8,74,233,72,2025-06-10
2105,5,959,442,25,2026-01-29
2106,1,650,173,38,2025-08-18
2107,8,804,72,74,2025-12-15
2108,21,911,326,100,2025-07-05
2109,5,1078,256,73,2025-10-26
2110,10,1058,225,90,2025-11-17
2111,11,547,76,94,2025-11-06
2112,23,1001,305,65,2025-11-03
2113,9,1154,79,19,2025-12-12
2114,23,172,363,24,2025-10-09
2115,14,231,129,63,2025-06-25
2116,4,1174,18,15,2026-01-15
2117,12,892,345,85,2025-08-15
2118,19,804,226,26,2025-08-17
2119,2,37,12,84,2025-08-25
2120,1,383,476,53,2025-12-02
2121,20,297,451,82,2025-12-05
2122,11,1091,481,58,2025-03-21
2123,22,109,353,95,2025-11-27
2124,5,851,449,91,2026-03-05
2125,2,747,376,64,2025-05-04
2126,8,19,153,61,2025-11-28
2127,19,623,435,20,2025-04-16
2128,5,266,66,32,2026-02-10
2129,9,101,270,56,2025-05-03
2130,21,491,229,50,2026-02-24
2131,14,571,108,42,2025-03-21
2132,10,796,311,79,2025-06-20
2133,2,535,499,92,2025-11-13
2134,1,1016,302,41,2026-01-16
2135,19,158,464,61,2025-12-08
2136,23,918,354,70,2026-03-07
2137,22,357,331,65,2026-03-06
2138,6,284,60,39,2025-12-06
2139,9,709,454,71,2025-06-14
2140,2,275,407,58,2025-03-21
2141,4,510,290,20,2025-12-28
2142,19,757,446,48,2025-10-19
2143,10,1068,464,93,2025-08-22
2144,17,334,244,54,2025-05-29
2145,22,331,347,21,2025-04-03
2146,19,820,258,61,2025-04-02
2147,8,430,332,88,2025-04-05
2148,15,42,260,39,2025-06-26
2149,14,716,451,10,2025-07-14
2150,18,889,267,17,2025-10-05
2151,7,745,248,34,2026-03-03
2152,23,965,94,58,2025-07-27
2153,10,1123,24,19,2025-08-28
2154,8,1079,106,41,2026-01-10
2155,6,207,54,70,2025-07-05
2156,15,263,366,80,2025-06-18
2157,1,450,174,55,2025-07-01
2158,15,448,33,61,2025-09-22
2159,18,105,410,73,2025-10-28
2160,6,889,15,86,2025-09-13
2161,25,826,269,18,2025-04-29
2162,20,1034,13,17,2025-07-15
2163,25,923,285,74,2025-12-11
2164,16,1117,336,14,2025-07-05
2165,15,330,378,77,2025-03-24
2166,9,1040,61,63,2025-05-18
2167,13,401,146,61,2025-09-26
2168,2,1018,333,63,2025-05-20
2169,6,950,88,36,2025-06-14
2170,4,955,206,31,2026-01-03
2171,21,564,478,15,2026-01-18
2172,13,118,248,70,2025-08-02
2173,23,47,117,40,2025-07-12
2174,9,769,59,12,2026-01-08
2175,22,29,494,92,2025-08-04
2176,17,546,495,12,2025-09-28
2177,11,215,270,25,2025-11-29
2178,14,455,454,52,2026-01-09
2179,2,178,227,80,2025-07-17
2180,21,13,476,88,2025-10-11
2181,8,979,206,71,2025-09-28
2182,12,366,372,71,2025-05-21
2183,6,410,394,37,2025-05-21
2184,16,1121,347,89,2025-09-05
2185,20,298,219,58,2025-03-26
2186,9,675,40,92,2026-02-25
2187,21,444,136,46,2026-02-28
2188,9,805,36,13,2026-02-13
2189,2,492,136,32,2025-04-30
2190,14,46,355,76,2025-05-17
2191,23,867,426,61,2025-10-11
2192,13,596,455,38,2025-12-04
2193,5,1194,1,94,2026-03-12
2194,22,242,125,56,2025-12-04
2195,12,66,216,52,2025-08-05
2196,25,431,156,88,2026-02-22
2197,6,922,489,62,2025-04-10
2198,13,719,7,46,2025-12-19
2199,10,140,115,13,2025-08-10
2200,25,39,120,23,2025-05-28
2201,22,804,386,72,2025-11-16
2202,1,615,483,84,2025-11-28
2203,5,146,136,85,2025-10-21
2204,24,404,292,68,2025-06-26
2205,1,1111,186,65,2026-02-12
2206,7,77,287,80,2025-10-09
2207,10,667,493,94,2025-09-13
2208,16,677,146,42,2025-06-18
2209,19,494,13,23,2025-03-27
2210,1,1177,74,100,2025-07-12
2211,5,841,241,77,2025-12-11
2212,1,127,357,100,2025-08-19
2213,10,897,239,15,2026-02-14
2214,4,357,429,55,2025-11-15
2215,6,363,77,42,2026-02-23
2216,19,1145,397,87,2025-09-02
2217,3,1033,140,90,2026-03-07
2218,20,1052,442,86,2025-08-26
2219,25,120,259,30,2025-06-07
2220,22,611,480,11,2025-05-21
2221,12,157,338,28,2025-05-28
2222,11,727,90,32,2025-12-19
2223,2,897,161,91,2025-12-12
2224,11,155,314,60,2025-06-25
2225,16,821,192,76,2025-06-12
2226,12,798,366,95,2026-01-25
2227,3,108,188,66,2025-12-29
2228,2,1166,151,38,2025-05-03
2229,18,638,83,50,2025-07-22
2230,22,724,210,29,2025-11-13
2231,4,489,235,100,2025-04-23
2232,16,265,285,90,2025-05-17
2233,14,875,393,89,2025-12-05
2234,9,502,410,24,2025-11-09
2235,4,884,161,85,2025-04-15
2236,16,701,151,84,2025-09-18
2237,11,722,248,29,2025-10-19
2238,15,838,98,42,2025-08-13
2239,10,281,4,88,2025-06-12
2240,20,82,293,27,2025-08-04
2241,14,1192,435,46,2025-03-28
2242,8,988,258,23,2025-04-26
2243,25,1080,486,58,2025-05-05
2244,1,409,395,57,2025-05-01
2245,4,45,168,77,2026-02-27
2246,8,920,118,99,2025-07-12
2247,25,486,260,85,2025-05-05
2248,20,213,371,92,2025-06-04
2249,1,469,98,84,2025-09-14
2250,8,529,84,47,2025-04-02
2251,20,291,45,44,2026-01-13
2252,8,26,112,50,2025-05-28
2253,22,22,296,60,2025-08-30
2254,8,216,498,96,2025-12-24
2255,7,465,32,32,2025-06-02
2256,14,516,51,96,2025-07-28
2257,15,1194,277,91,2025-09-07
2258,2,938,443,86,2026-01-05
2259,10,435,463,77,2025-11-09
2260,19,115,9,66,2025-09-26
2261,24,494,318,62,2025-04-13
2262,7,130,347,74,2025-03-22
2263,24,596,149,48,2025-06-12
2264,5,450,96,72,2026-02-16
2265,1,1176,29,34,2025-07-14
2266,15,1136,485,47,2025-10-01
2267,15,1133,413,18,2026-02-05
2268,12,811,50,66,2025-07-06
2269,21,360,230,80,2025-08-27
2270,15,187,85,51,2025-09-20
2271,11,965,361,99,2026-02-01
2272,11,19,230,32,2025-09-09
2273,15,1038,232,11,2026-01-23
2274,11,534,201,54,2025-03-17
2275,13,1125,311,27,2025-04-27
2276,6,1038,386,46,2025-09-07
2277,2,997,141,44,2025-09-15
2278,12,218,252,75,2025-12-21
2279,24,761,78,97,2025-04-28
2280,24,512,458,59,2026-01-25
2281,15,569,143,53,2025-09-22
2282,13,489,183,68,2026-02-12
2283,21,427,234,58,2025-08-14
2284,4,1100,177,26,2025-05-12
2285,6,470,411,62,2025-12-09
2286,24,1025,164,23,2025-12-05
2287,17,222,432,21,2025-10-29
2288,21,1049,437,40,2026-03-17
2289,8,956,48,99,2025-03-17
2290,1,719,305,53,2025-12-12
2291,1,276,216,86,2025-09-02
2292,20,305,206,85,2025-08-29
2293,21,710,46,20,2025-12-14
2294,20,825,399,54,2025-06-13
2295,25,376,421,69,2025-10-27
2296,12,1042,197,47,2025-03-17
2297,15,614,45,100,2025-03-21
2298,14,1179,33,65,2025-11-04
2299,22,625,223,45,2025-10-10
2300,22,519,168,100,2026-01-28
2301,2,497,210,46,2025-06-03
2302,13,804,10,73,2026-02-07
2303,9,791,1,96,2025-06-16
2304,16,269,89,91,2025-09-21
2305,21,580,443,60,2025-05-10
2306,8,1138,172,43,2025-07-15
2307,9,222,204,41,2025-08-15
2308,25,1110,441,36,2026-02-01
2309,15,363,14,14,2026-02-22
2310,21,428,171,50,2025-11-19
2311,13,966,325,70,2025-10-31
2312,5,202,155,41,2025-12-10
2313,22,947,19,40,2025-05-27
2314,15,135,224,41,2026-02-04
2315,12,791,195,27,2025-05-26
2316,2,481,395,100,2025-07-01
2317,10,613,495,70,2025-10-02
2318,17,910,18,32,2026-01-05
2319,8,780,326,65,2025-05-29
2320,3,1152,441,65,2025-08-11
2321,5,1097,439,44,2025-08-28
2322,17,379,34,43,2025-08-23
2323,1,239,102,31,2025-03-17
2324,19,287,415,60,2025-12-02
2325,15,586,294,69,2025-05-15
2326,2,223,253,56,2025-12-03
2327,21,1165,124,83,2025-07-02
2328,12,1065,497,86,2025-04-03
2329,14,363,199,57,2025-04-27
2330,16,1145,8,18,2026-01-29
2331,18,1172,50,24,2025-05-12
2332,12,856,252,37,2026-01-08
2333,18,62,115,61,2026-02-08
2334,8,37,210,56,2025-04-25
2335,22,39,130,30,2025-04-23
2336,24,770,240,13,2025-04-24
2337,10,624,240,26,2026-02-19
2338,18,664,316,16,2025-09-30
2339,17,472,247,86,2026-01-29
2340,22,1200,154,75,2025-03-26
2341,8,515,114,24,2025-07-04
2342,8,1173,53,31,2025-12-02
2343,19,795,353,14,2026-03-17
2344,9,327,181,20,2025-04-20
2345,3,752,392,93,2025-08-19
2346,7,593,8,17,2025-10-09
2347,12,380,251,61,2025-05-07
2348,10,1157,375,75,2025-11-25
2349,15,416,104,63,2025-08-06
2350,8,403,222,98,2025-11-28
2351,23,1158,399,20,2025-08-28
2352,7,562,235,58,2025-05-29
2353,6,1088,288,17,2026-03-11
2354,10,655,221,53,2025-05-09
2355,13,399,9,62,2025-07-23
2356,7,368,412,92,2025-04-11
2357,8,566,418,52,2026-02-18
2358,24,63,100,48,2025-12-20
2359,2,706,356,86,2026-01-20
2360,7,961,10,87,2025-07-26
2361,1,1063,187,53,2025-05-27
2362,10,852,484,81,2025-03-30
2363,8,964,433,17,2025-09-17
2364,21,279,297,79,2025-09-21
2365,21,908,125,58,2025-03-20
2366,3,119,307,94,2025-07-29
2367,9,689,331,59,2025-07-24
2368,19,991,392,70,2026-03-12
2369,25,1057,74,69,2025-04-05
2370,8,1013,39,88,2025-12-24
2371,14,220,210,17,2025-04-08
2372,16,88,166,42,2025-12-02
2373,23,297,300,34,2025-11-22
2374,24,422,207,96,2025-10-24
2375,8,794,292,30,2025-06-24
2376,13,909,99,68,2025-11-20
2377,23,511,482,20,2025-10-03
2378,21,292,431,39,2025-04-19
2379,9,921,310,29,2025-10-28
2380,9,1074,176,81,2025-10-11
2381,10,175,188,87,2025-09-09
2382,5,593,253,60,2025-08-15
2383,12,520,286,77,2025-10-28
2384,5,681,143,99,2025-09-02
2385,4,75,370,97,2025-05-06
2386,5,250,446,27,2025-11-27
2387,17,10,485,19,2025-10-22
2388,16,308,11,36,2025-08-31
2389,21,117,256,17,2025-10-25
2390,14,367,94,25,2025-12-10
2391,13,1164,318,96,2025-05-13
2392,5,905,355,63,2025-03-21
2393,21,48,15,10,2026-02-09
2394,25,77,137,85,2025-11-29
2395,24,83,470,66,2025-04-22
2396,4,97,137,34,2026-03-03
2397,7,861,146,85,2025-08-24
2398,13,5,13,48,2025-09-22
2399,20,1037,19,42,2025-08-03
2400,23,810,83,56,2025-06-21
2401,7,49,316,87,2025-09-21
2402,11,615,26,89,2026-03-01
2403,8,976,261,87,2026-02-18
2404,7,986,95,56,2025-06-09
2405,14,698,246,13,2025-04-05
2406,8,711,43,14,2025-10-16
2407,25,107,238,41,2025-09-05
2408,8,1083,453,16,2025-06-25
2409,5,364,248,96,2025-10-02
2410,4,858,71,57,2025-10-17
2411,5,489,407,88,2025-05-09
2412,3,1141,59,12,2025-08-31
2413,14,238,486,35,2026-03-08
2414,12,362,30,18,2025-03-20
2415,1,718,41,73,2025-07-29
2416,14,598,29,69,2025-07-10
2417,14,334,234,23,2025-06-08
2418,25,861,167,11,2026-03-06
2419,8,902,102,11,2026-01-07
2420,12,181,189,80,2025-08-31
2421,13,325,494,84,2025-12-21
2422,15,5,32,23,2025-08-25
2423,18,521,277,25,2025-11-11
2424,4,315,170,63,2025-12-30
2425,25,761,158,80,2025-11-16
2426,24,695,277,18,2025-06-11
2427,15,486,113,65,2025-09-15
2428,1,554,367,75,2025-11-04
2429,21,248,12,28,2025-07-25
2430,12,722,386,74,2025-08-03
2431,8,690,52,61,2025-11-28
2432,18,307,108,55,2025-04-01
2433,3,663,284,32,2025-10-14
2434,22,1052,184,19,2026-02-24
2435,25,1159,288,69,2026-02-25
2436,5,979,165,39,2025-08-13
2437,18,365,190,73,2025-03-24
2438,17,893,455,45,2025-10-24
2439,13,1173,438,61,2025-12-02
2440,23,280,491,61,2025-11-20
2441,23,245,76,63,2026-02-26
2442,24,822,177,95,2025-05-25
2443,10,212,428,33,2025-11-15
2444,3,895,175,56,2025-07-03
2445,4,846,82,11,2026-01-16
2446,19,928,157,100,2026-01-22
2447,16,206,170,11,2026-02-12
2448,18,747,189,59,2026-01-10
2449,2,928,343,43,2025-05-18
2450,22,676,320,52,2025-12-07
2451,9,86,55,68,2025-12-11
2452,7,354,112,96,2025-07-18
2453,3,196,364,36,2026-01-21
2454,16,1128,151,91,2025-04-05
2455,23,908,287,72,2025-07-30
2456,3,317,403,34,2025-07-19
2457,15,28,439,37,2025-10-25
2458,22,871,53,21,2026-03-01
2459,25,471,99,40,2025-09-27
2460,24,421,428,45,2025-12-19
2461,16,416,178,97,2026-01-15
2462,18,1129,431,29,2025-07-24
2463,3,914,164,91,2025-09-24
2464,21,49,61,84,2026-01-28
2465,13,438,356,97,2025-10-17
2466,16,52,290,14,2025-05-15
2467,15,564,198,43,2025-03-22
2468,16,286,207,12,2026-01-15
2469,15,606,236,23,2025-12-01
2470,14,739,191,19,2025-03-30
2471,18,499,249,86,2026-03-08
2472,4,682,386,66,2025-12-15
2473,21,81,353,35,2025-04-27
2474,24,535,136,53,2025-10-17
2475,17,611,51,29,2026-03-13
2476,11,40,234,76,2025-10-29
2477,6,769,118,27,2025-03-21
2478,19,840,320,45,2025-04-29
2479,6,614,235,41,2025-05-19
2480,1,537,44,76,2025-03-17
2481,11,68,333,60,2025-11-19
2482,18,207,304,74,2025-12-03
2483,14,196,145,38,2025-05-27
2484,7,192,149,95,2025-10-02
2485,25,218,226,51,2025-06-24
2486,4,378,210,59,2025-10-20
2487,9,262,304,67,2025-09-22
2488,20,1038,273,96,2025-12-09
2489,19,797,492,38,2025-04-08
2490,20,41,3,42,2025-04-01
2491,4,125,427,74,2026-03-11
2492,24,1144,130,33,2026-02-22
2493,22,1101,312,45,2025-03-25
2494,18,678,214,93,2025-06-21
2495,15,45,171,50,2025-12-04
2496,5,116,483,88,2025-06-26
2497,24,890,243,49,2026-02-10
2498,8,486,13,39,2025-08-08
2499,18,120,66,74,2025-06-25
2500,12,741,128,82,2025-07-06
2501,24,92,437,68,2025-05-21
2502,16,916,134,45,2025-08-16
2503,19,64,282,15,2026-01-24
2504,21,315,379,25,2026-02-13
2505,5,927,182,41,2025-03-25
2506,19,748,347,100,2025-08-11
2507,19,414,355,43,2026-03-04
2508,20,291,126,45,2025-04-30
2509,25,568,189,80,2025-11-22
2510,17,545,24,92,2025-07-15
2511,12,1031,388,17,2025-05-31
2512,11,132,115,29,2025-06-18
2513,16,984,340,72,2025-06-02
2514,22,85,188,33,2025-11-07
2515,15,1007,396,74,2026-03-05
2516,20,829,395,67,2025-08-07
2517,8,276,344,86,2025-12-15
2518,13,837,333,26,2025-12-03
2519,11,597,317,36,2025-11-10
2520,12,53,211,42,2025-03-28
2521,9,799,404,57,2025-11-28
2522,4,578,342,92,2025-04-15
2523,14,761,392,85,2026-01-13
2524,22,790,419,84,2025-09-03
2525,11,197,375,38,2025-11-01
2526,22,125,431,74,2025-04-04
2527,10,37,257,63,2025-06-30
2528,25,615,222,36,2026-01-03
2529,22,435,400,14,2025-07-14
2530,15,66,301,86,2026-01-31
2531,17,868,273,49,2025-04-18
2532,18,28,311,41,2025-04-03
2533,6,257,315,58,2025-12-15
2534,13,591,155,39,2026-02-03
2535,20,521,25,87,2025-09-03
2536,14,807,237,15,2025-07-20
2537,8,704,274,38,2025-09-22
2538,17,1086,418,75,2026-03-13
2539,15,303,244,81,2025-08-08
2540,16,513,464,87,2025-11-10
2541,17,866,255,77,2026-01-27
2542,3,267,28,36,2025-09-20
2543,16,831,394,15,2025-04-17
2544,2,876,231,35,2025-07-26
2545,22,212,164,25,2025-08-18
2546,19,877,444,69,2025-09-18
2547,7,158,377,58,2025-04-01
2548,6,130,496,54,2025-07-03
2549,25,981,139,22,2025-07-14
2550,9,787,78,58,2025-07-18
2551,21,909,422,28,2025-10-18
2552,8,538,443,49,2025-10-18
2553,9,931,204,17,2026-01-14
2554,1,1165,23,87,2025-09-24
2555,5,629,196,32,2026-01-28
2556,25,1095,402,87,2025-05-06
2557,18,129,243,19,2025-06-05
2558,4,259,331,75,2025-06-15
2559,14,235,263,72,2025-11-13
2560,21,196,358,84,2026-02-22
2561,22,625,180,94,2025-09-22
2562,7,1196,211,10,2025-03-31
2563,5,404,228,58,2025-05-19
2564,4,183,457,29,2025-08-30
2565,21,623,494,46,2026-02-27
2566,2,7,442,45,2025-11-24
2567,17,606,122,19,2025-07-27
2568,16,73,165,36,2025-09-17
2569,12,1112,107,67,2025-08-27
2570,19,826,348,24,2025-06-07
2571,16,1188,223,54,2026-01-09
2572,12,842,81,75,2026-02-23
2573,10,892,428,99,2025-08-27
2574,19,872,366,46,2025-06-29
2575,24,334,74,74,2025-12-22
2576,7,785,169,92,2026-02-05
2577,23,110,435,47,2026-01-10
2578,6,799,425,69,2025-05-25
2579,3,1177,470,64,2026-02-28
2580,16,219,424,28,2026-01-14
2581,19,451,104,91,2025-12-10
2582,9,164,282,44,2025-11-11
2583,18,989,432,49,2025-08-07
2584,15,875,152,22,2026-03-16
2585,18,214,389,36,2025-05-26
2586,13,41,439,32,2025-04-14
2587,17,1031,74,18,2025-04-30
2588,22,332,244,20,2025-06-08
2589,24,1073,325,49,2025-08-05
2590,20,840,97,90,2026-01-11
2591,2,232,102,25,2025-09-09
2592,13,1178,385,48,2025-10-29
2593,10,677,218,17,2025-11-17
2594,4,16,359,11,2025-06-02
2595,15,817,432,40,2025-11-22
2596,24,964,235,53,2026-01-25
2597,12,75,249,21,2025-11-26
2598,8,908,99,42,2025-03-31
2599,5,977,284,84,2025-04-28
2600,13,261,402,55,2025-04-08
2601,21,1051,190,90,2025-06-07
2602,5,593,39,51,2025-06-06
2603,23,1177,150,41,2025-03-22
2604,10,1167,361,97,2025-07-20
2605,21,932,321,34,2025-03-30
2606,14,747,305,97,2025-09-04
2607,8,485,24,51,2025-04-22
2608,17,242,183,60,2025-12-20
2609,14,321,46,99,2025-06-24
2610,17,981,266,18,2025-04-01
2611,25,4,8,94,2025-10-30
2612,25,1047,265,57,2025-06-06
2613,8,670,235,59,2026-02-10
2614,12,745,67,56,2025-09-27
2615,8,556,346,50,2025-10-09
2616,7,80,485,88,2025-04-15
2617,24,1078,338,64,2025-03-29
2618,9,1023,73,95,2025-11-21
2619,2,394,449,10,2025-04-06
2620,13,793,406,26,2025-05-14
2621,13,948,87,31,2025-10-23
2622,9,185,9,95,2025-08-18
2623,5,381,2,17,2025-08-25
2624,7,1130,300,73,2025-04-14
2625,21,994,233,75,2026-01-21
2626,9,869,240,28,2025-07-31
2627,14,55,115,33,2025-07-29
2628,10,392,483,85,2025-08-04
2629,5,123,103,16,2026-01-26
2630,15,166,245,28,2025-03-22
2631,18,585,181,36,2025-07-14
2632,16,820,429,46,2026-01-12
2633,18,418,105,89,2025-10-29
2634,3,495,478,83,2025-07-15
2635,12,205,420,81,2026-02-25
2636,3,163,35,17,2025-10-04
2637,15,793,31,48,2025-05-13
2638,12,88,186,88,2025-05-29
2639,20,164,143,58,2025-04-11
2640,4,810,164,14,2025-06-15
2641,16,914,3,94,2025-10-07
2642,23,531,332,24,2025-10-11
2643,24,981,431,87,2025-12-26
2644,24,313,166,31,2025-04-21
2645,20,565,157,95,2025-05-10
2646,22,889,181,73,2025-04-11
2647,10,1090,301,87,2026-01-18
2648,20,463,250,64,2025-06-29
2649,11,1148,92,45,2025-09-18
2650,9,796,490,98,2025-11-27
2651,23,26,346,58,2025-12-17
2652,19,1077,431,63,2025-07-02
2653,6,1115,58,97,2025-09-01
2654,15,766,287,83,2025-10-02
2655,11,314,108,63,2025-06-06
2656,3,1058,40,87,2025-04-29
2657,21,1065,285,64,2025-12-13
2658,7,1130,489,82,2025-12-19
2659,22,358,321,71,2025-09-05
2660,2,949,230,30,2025-11-08
